24,310997
28,662177
28,803297
28,921409
28,764619
28,969473
29,176869
28,807361
24,934275
28,594146
28,919757
24,412520
24,503594
28,538663
28,741385
24,152512
28,654347
28,609869
28,729712
23,977803
33,485196
28,835101
24,688025
28,863855
29,110986
28,789826
32,492247
28,561680
28,666521
31,004454
28,778177
